,Spoint,date
1217,772286,1512061200
1218,772965,1512072000
1219,792116,1512082800
1220,794087,1512093600
1221,804774,1512104400
1222,820289,1512115200
1223,815474,1512133200
1224,814350,1512144000
1225,823446,1512154800
1226,832603,1512165600
1227,843685,1512176400
1228,849385,1512187200
1229,851633,1512198000
1230,849739,1512212400
1231,843988,1512223200
1232,843902,1512234000
1233,853050,1512244800
1234,863392,1512255600
1235,875777,1512266400
1236,880326,1512277200
1237,874032,1512295200
1238,865321,1512306000
1239,860504,1512316800
1240,119672,1512327600
1241,158514,1512334800
1242,180255,1512338400
1243,219090,1512345600
1244,238826,1512349200
1245,273239,1512356400
1246,292543,1512360000
1247,326494,1512363600
1248,340399,1512370800
1249,361249,1512381600
1250,366925,1512388800
1251,370566,1512392400
1252,379105,1512399600
1253,387175,1512403200
1254,409021,1512406800
1255,423075,1512414000
1256,450131,1512421200
1257,463680,1512424800
1258,488972,1512432000
1259,499863,1512435600
1260,520662,1512442800
1261,531337,1512446400
1262,552335,1512450000
1263,559391,1512457200
1264,568982,1512471600
1265,570622,1512475200
1266,570377,1512478800
1267,574173,1512486000
1268,592501,1512496800
1269,600523,1512500400
1270,619043,1512507600
1271,644516,1512518400
1272,650799,1512525600
1273,667041,1512529200
1274,690835,1512540000
1275,696487,1512543600
1276,704993,1512554400
1277,707015,1512561600
1278,707408,1512565200
1279,711496,1512572400
1280,728777,1512579600
1281,736834,1512586800
1282,753783,1512594000
1283,777235,1512604800
1284,796293,1512615600
1285,814341,1512626400
1286,819600,1512644400
1287,815352,1512651600
1288,815844,1512662400
1289,829015,1512673200
1290,844887,1512684000
1291,858866,1512694800
1292,867226,1512705600
1293,882436,1512716400
1294,885881,1512730800
1295,884671,1512738000
1296,887327,1512748800
1297,899871,1512759600
1298,912769,1512770400
1299,924372,1512781200
1300,929939,1512792000
1301,933372,1512802800
1302,191046,1512820800
1303,198653,1512828000
1304,211919,1512831600
1305,224948,1512835200
1306,255118,1512842400
1307,275438,1512849600
1308,311771,1512853200
1309,331493,1512856800
1310,364355,1512864000
1311,380360,1512867600
1312,405619,1512874800
1313,419012,1512878400
1314,441048,1512885600
1315,449386,1512889200
1316,469187,1512903600
1317,474534,1512907200
1318,477872,1512910800
1319,484132,1512918000
1320,490326,1512921600
1321,506628,1512928800
1322,517675,1512932400
1323,533718,1512939600
1324,551555,1512943200
1325,574175,1512946800
1326,585585,1512954000
1327,606180,1512961200
1328,617184,1512964800
1329,638603,1512972000
1330,646125,1512975600
